excel_dataset_id,probe_status,fetch_status,aggregate_status,modeled_status,n_fetch_rows,n_aggregate_rows,n_metric_rows,reason
気象庁_地震月報_カタログ編,probe_ok,fetch_ok,aggregate_ok,modeled_ok,1075089,18270,5060,
