excel_dataset_id,category,provider,name,description,url,data_type,data_items,public_status,format,access_notes,inferred_temporal_type,inferred_geo_type,usable_status,sheet_name,source_row
気象庁_震源に関する情報,震源関連 【最新の地震活動】,気象庁,震源に関する情報,最大震度３以上の地震について地震の発生場所（震源）やその規模（マグニチュード）を発表した情報を掲載しています。,https://www.jma.go.jp/bosai/map.html#11/36.191/137.725/&elem=int&contents=earthquake_map,,,,,,event_catalog,point,usable,データ詳細,4
気象庁_震源_震度に関する情報,震源関連 【最新の地震活動】,気象庁,震源・震度に関する情報,地震の発生場所（震源）やその規模（マグニチュード）、震度３以上の地域名と市町村名を掲載しています。また、震度５弱以上と考えられる地域で、震度を入手していない地点がある場合は、その市町村名を掲載しています。,https://www.jma.go.jp/bosai/map.html#11/36.191/137.725/&elem=int&contents=earthquake_map,,,,,,event_catalog,point,usable,データ詳細,5
防災科学技術研究所_高感度地震観測網_Hi_net_最新震源情報,震源関連 【最新の地震活動】,防災科学技術研究所,高感度地震観測網（Hi-net） 最新震源情報,マグニチュード2.5以上の地震を自動で処理した結果を表示しています。,https://www.hinet.bosai.go.jp/?LANG=ja,イベント別波形,yyyy/mm/dd hh:mm:ss,・公開 ・アカウント登録：NIED地震観測網の登録が必要 ・審査所要期間：約3営業日 ・対応言語：日本語、英語ニホンゴ,"・形式：WIN32形式 ・拡張子：.txt（ASCII）, evt(BINARY), ch(ASCII)",高感度地震観測網(Hi-net) 防災科研Hi-netでは，日本各地の地震観測点における揺れの様子をデータ化し， 24時間休みなく収集しています。地震の発生を検知した場合， 集めたデータをコンピューターで自動的に処理し，震源位置や地震規模の推定を行っています。 防災科研Hi-netは感度の高い地震計を使用しており，得られたデータには， 工事現場や車両通行等による地震以外の微弱な振動をノイズとして含みます。 自動処理では，このようなノイズにより，誤った震源情報を求めてしまうことがあります。 この他，採石場でのダイナマイト発破による振動も，通常の地震として自動的に処理されます。 得られた震源情報は，様々な基準により，その精度を自動的に判断しています。 設定した条件を全て満たした震源情報が得られた場合のみ，震源マップ等の更新を行っています。 自動処理による各種情報は，あくまでも速報的なものですので正式には， 気象庁 が公表する情報を御覧下さい。,waveform,station,requires_login,データ詳細,6
海洋研究開発機構_DONET研究成果公開サイト,震源関連 【最新の地震活動】,海洋研究開発機構,DONET研究成果公開サイト,マグニチュード2.5以上の地震を自動で処理した結果を表示しています。,（一部停止中）https://www.jamstec.go.jp/j/about/informations/notification_2021_maintenance.htmlイチブテイシチュウ,連続波形レンゾクハケイ,ー,・公開 ・アカウント登録：NIED地震観測網の登録が必要 ・審査所要期間：約3営業日 ・対応言語：日本語トウロクシンサショヨウキカンヤクエイギョウビタイオウゲンゴニホンゴ,"・形式：WIN32形式 ・拡張子：.txt（ASCII）, cnt(BINARY), ch(ASCII)",地震・津波観測監視システム（DONET） 熊野灘と紀伊水道沖に展開されている観測網をそれぞれDONET1、DONET2と呼んでいます。DONET1は2011年7月から20点で本格運用を開始、DONET2は2016年3月から本格運用を開始しました。 現在、DONET1は2点増強されて、合計51観測点での運用を継続しています。 観測網の構成 各観測点は、小さい振動や大きい振動、地殻変動のようなゆっくりとした変動から地震のような激しい振動まで、あらゆる種類の信号をキャッチできるよう、ジンバル機構により水平に保たれた地動センシングシステム（6成分強震計、ハイゲインとローゲインの3成分広帯域地震計）と圧力センシングシステム（水圧計、ハイドロフォン、微差圧計、温度計）から構成され、多種類のセンサーによる観測が実現されています。強震計と広帯域地震計は200Hzないし100Hz、ハイドロフォンと微差圧計は200Hz、水圧計は10Hz、温度計は1Hzでデータ取得されています。DONETは基幹ケーブルを敷設したのち、海中ロボットで観測機器やコンセントの役割を果たすノードと呼ばれる機器を設置、海底ケーブルに接続して構築します。センサーが劣化、故障すれば交換することができ、 今後の研究が進捗して観測点の増設や位置の変更が必要になれば再設置が可能であるなど、拡張性や置換性に優れているところが特徴です。DONET1の観測データは三重県尾鷲市の古江陸上局に、 DONET2の観測データは徳島県海陽町の海陽町まぜのおか陸上局と高知県室戸市の室戸ジオパーク陸上局に伝送されてデータ処理の上、即時的に当研究所をはじめ、気象庁や海洋研究開発機構、大学等の各研究機関に送られています。,waveform,station,requires_login,データ詳細,7
気象庁_地震_火山月報_防災編,震源関連【過去の地震活動】,気象庁,地震・火山月報（防災編）,毎月の日本の地震活動・火山活動及び世界の主な地震や火山活動をとりまとめて掲載しています。,https://www.data.jma.go.jp/svd/eqev/data/gaikyo/,,,,,,event_catalog,point,usable,データ詳細,8
気象庁_地震月報_カタログ編,震源関連【過去の地震活動】,気象庁,地震月報（カタログ編）,気象庁が観測、処理した震源、検測値、発震機構、震度、津波、ひずみのデータを掲載しています。,https://www.data.jma.go.jp/svd/eqev/data/bulletin/,,,,,,time_series,point,usable,データ詳細,9
地震調査研究推進本部_毎月の地震活動,震源関連【過去の地震活動】,地震調査研究推進本部,毎月の地震活動,毎月および臨時に開催される地震調査委員会で行われた国内の地震活動の評価です。,https://www.jishin.go.jp/evaluation/seismicity_monthly/,,,,,,event_catalog,point,usable,データ詳細,10
気象庁_震源リスト,震源関連【過去の地震活動】,気象庁,震源リスト,２日前までの約３ヶ月間の地震の震源リストや震央分布図を日別に掲載しています。,https://www.data.jma.go.jp/svd/eqev/data/daily_map/,,,,,,event_catalog,point,usable,データ詳細,11
気象庁_震度データベース検索,震度関連【震度の情報】,気象庁,震度データベース検索,1923年から2日前までの期間で、過去に震度１以上を観測した地震を県別・観測点別に検索できます。,https://www.data.jma.go.jp/svd/eqdb/data/shindo/,,,,,,event_catalog,station,usable,データ詳細,12
気象庁_震度速報,震度関連【震度の情報】,気象庁,震度速報,最大震度3以上の地震について、地震発生約1分半後に、震度3以上を観測した地域名（全国を188地域に区分）と地震の揺れの発現時刻を速報した情報を掲載。,https://www.jma.go.jp/bosai/map.html#11/36.191/137.725/&elem=int&contents=earthquake_map,,,,,,event_catalog,polygon,usable,データ詳細,13
気象庁_各地の震度に関する情報,震度関連【震度の情報】,気象庁,各地の震度に関する情報,震度１以上の地震について、震度１以上を観測した地点のほか、地震の発生場所（震源）やその規模（マグニチュード）を発表した情報を掲載しています。,https://www.jma.go.jp/bosai/map.html#11/36.191/137.725/&elem=int&contents=earthquake_map,,,,,,event_catalog,point,usable,データ詳細,14
気象庁_推計震度分布図,震度関連【震度の情報】,気象庁,推計震度分布図,最大震度５弱以上の地震について、観測した各地の震度データをもとに、１km四方ごとに推計した震度（震度４以上）を図情報として発表。,https://www.data.jma.go.jp/svd/eew/data/suikei/kaisetsu.html,,,,,,event_catalog,unknown,usable,データ詳細,15
気象庁_地震_火山月報_防災編,震度関連【震度の情報】,気象庁,地震・火山月報（防災編）,毎月の日本の地震活動・火山活動及び世界の主な地震や火山活動をとりまとめて掲載しています。,https://www.data.jma.go.jp/svd/eqev/data/gaikyo/,,,,,,event_catalog,national,usable,データ詳細,16
気象庁_地震月報_カタログ編,震度関連【震度の情報】,気象庁,地震月報（カタログ編）,気象庁が観測、処理した震源、検測値、発震機構、震度、津波、ひずみのデータを掲載しています。,https://www.data.jma.go.jp/svd/eqev/data/bulletin/,,,,,,time_series,point,usable,データ詳細,17
防災科学技術研究所_J_RISQ地震速報,震度関連【震度の情報】,防災科学技術研究所,J-RISQ地震速報,地震発生直後に推定される情報を用いて、市区町村ごとの揺れの状況や、一定レベル以上の揺れにどれくらいの人が遭遇した可能性があるかを示す震度遭遇人口等を、地図や表を用いて総合的に分かりやすくコンパクトにまとめています。,https://www.j-risq.bosai.go.jp/report/R-20220702110111-0004,,,,,,static_spatial,mesh,static_only,データ詳細,18
産業技術総合研究所_地震動マップ_速報_QuickMap,震度関連【震度の情報】,産業技術総合研究所,地震動マップ（速報） / QuickMap,産業技術総合研究所地質調査総合センターが、防災科学技術研究所の即時公開データを取得し、10ヶ所以上の観測点で揺れた場合について、QuakeMapよりも迅速に地震動マップを計算し公開しています。,https://site.quietplus.kke.co.jp/,,,,,,static_spatial,station,static_only,データ詳細,19
産業技術総合研究所_地震動マップ_確定_QuakeMap,震度関連【震度の情報】,産業技術総合研究所,地震動マップ（確定） / QuakeMap,1996年6月以降の主な地震について、防災科学技術研究所の強震観測網のK-NET、KiK-netで観測された地震記録の内、FTPサイトにて公開しているデータを、産業技術総合研究所地質調査総合センターが利用して計算した地震動マップを公開しています。,https://site.quietplus.kke.co.jp/,,,,,,waveform,unknown,probe_only,データ詳細,20
地震調査研究推進本部_毎月の地震活動,震度関連【震度の情報】,地震調査研究推進本部,毎月の地震活動,毎月および臨時に開催される地震調査委員会で行われた国内の地震活動の評価です。,https://www.jishin.go.jp/evaluation/seismicity_monthly/,,,,,,event_catalog,unknown,usable,データ詳細,21
防災科学技術研究所_強震モニタ,震度関連【強震動の情報】,防災科学技術研究所,強震モニタ,強震観測網（K-NET、KiK-net）の地震計で観測された日本全国の今現在の揺れを、 地図上に可視化することで直感的に理解しやすい形で配信しています。,http://www.kmoni.bosai.go.jp/,,,,,,waveform,mesh,probe_only,データ詳細,22
気象庁_震源_震度に関する情報,震度関連【強震動の情報】,気象庁,震源・震度に関する情報,震度１以上を観測した地震について、地震の発生場所（震源）やその規模（マグニチュード）、各地の震度について発表した情報を掲載しています。,https://www.jma.go.jp/bosai/map.html#11/36.191/137.725/&elem=int&contents=earthquake_map,,,,,,waveform,point,probe_only,データ詳細,23
産業技術総合研究所_地震動マップ_速報_QuickMap,震度関連【強震動の情報】,産業技術総合研究所,地震動マップ（速報） / QuickMap,産業技術総合研究所地質調査総合センターが、防災科学技術研究所の即時公開データを取得し、10ヶ所以上の観測点で揺れた場合について、QuakeMapよりも迅速に地震動マップを計算し公開しています。,https://site.quietplus.kke.co.jp/,,,,,,waveform,station,probe_only,データ詳細,24
産業技術総合研究所_地震動マップ_確定_QuakeMap,震度関連【強震動の情報】,産業技術総合研究所,地震動マップ（確定） / QuakeMap,1996年6月以降の主な地震について、防災科学技術研究所の強震観測網のK-NET、KiK-netで観測された地震記録の内、FTPサイトにて公開しているデータを、産業技術総合研究所地質調査総合センターが利用して計算した地震動マップを公開しています。,https://site.quietplus.kke.co.jp/,,,,,,waveform,unknown,probe_only,データ詳細,25
地震調査研究推進本部_長周期地震動予測地図,震度関連【長周期地震動】,地震調査研究推進本部,長周期地震動予測地図,代表地点における長周期地震動の速度波形データや速度応答スペクトルデータ、地下構造モデルデータ「全国１次地下構造モデル（暫定版）」、各予測地図画像をダウンロードすることができます。,https://www.jishin.go.jp/evaluation/seismic_hazard_map/lpshm/,,,,,,waveform,mesh,requires_manual_download,データ詳細,26
気象庁_長周期地震動に関する観測情報,震度関連【長周期地震動】,気象庁,長周期地震動に関する観測情報,長周期地震動による高層ビル内での被害の発生可能性等についてお知らせする長周期地震動に関する観測情報を掲載。,https://www.data.jma.go.jp/svd/eew/data/ltpgm/event.php?eventId=20240606090333,,,,,,event_catalog,unknown,usable,データ詳細,27
防災科学技術研究所_強震観測網_K_NET_KiK_net,震度関連【長周期地震動】,防災科学技術研究所,強震観測網（K-NET、KiK-net）,強震記録、K-NET観測点での土質調査の結果得られた土質柱状図と検層データ、KiK-net観測点での観測井掘削時の調査で得られた地質柱状図と検層データ等を利用できます。,https://www.kyoshin.bosai.go.jp/kyoshin/,震源シンゲン,yyyy/mm/dd hh:mm:ss,・公開 ・アカウント登録：NIED地震観測網の登録が必要 ・審査所要期間：約3営業日 ・対応言語：日本語、英語ニホンゴ,"・形式：強震WIN32形式 ・拡張子：.ps(画像), .txt（ASCII）, evt(BINARY), ch(ASCII)キョウシン","強震観測網(K-NET) K-NET（Kyoshin Network：全国強震観測網）は国立研究開発法人防災科学技術研究所（防災科研）が運用する、全国を約20km 間隔で均質に覆う1,000箇所以上の強震観測施設からなる強震観測網であり、1996年（平成8年）6月に運用を開始しています。地震被害に直接結びつく地表の強震動を均質な観測条件で記録するために、各観測施設は、一部の例外を除き統一した規格で建設され、自由地盤上（地表）に強震計が設置されています。また、各観測施設では得られた強震記録の特性を詳しく理解するために土質調査を行っています。",waveform,station,requires_login,データ詳細,28
地震一覧ジシンイチラン,,,地震一覧ジシンイチラン,,,イベント別波形,yyyy/mm/dd hh:mm:ss,・公開 ・アカウント登録：NIED地震観測網の登録が必要 ・審査所要期間：約3営業日 ・対応言語：日本語、英語ニホンゴ,"・形式：強震WIN32形式 ・拡張子：.ps(画像), .txt（ASCII）, evt(BINARY), ch(ASCII)キョウシン",強震観測網(KiK-net) KiK-net（Kiban Kyoshin Network：基盤強震観測網）は、全国にわたる総合的な地震防災対策を推進するために、政府の地震調査研究推進本部が推進している「地震に関する基盤的調査観測計画」の一環として、防災科研が、高感度地震観測網（Hi-net）と共に整備した強震観測網です。KiK-net の観測施設は、全国約700 箇所に配置され、各観測施設には観測用の井戸（観測井）が掘削されており地表と地中（井戸底）の双方に強震計が設置され、鉛直アレーを構成しているのが特徴です。,waveform,national,requires_login,データ詳細,29
気象庁_主な地震の発震機構解_速報値,発震機構解、震源過程の情報【長周期地震動】,気象庁,主な地震の発震機構解（速報値）,最近５日間に発生した日本および世界の主な地震について、 地震を起こした断層がどのように動いたかを速報的に解析した資料を掲載しています。,https://www.data.jma.go.jp/svd/eew/data/mech/top.html,,,,,,event_catalog,point,usable,データ詳細,30
気象庁_発震機構解_精査後,発震機構解、震源過程の情報【長周期地震動】,気象庁,発震機構解（精査後）,主な地震について地震を起こした断層がどのように動いたかを精査した資料を掲載しています。,https://www.data.jma.go.jp/svd/eqev/data/mech/index.html,,,,,,event_catalog,point,usable,データ詳細,31
防災科学技術研究所_広帯域地震観測網_F_net_地震のメカニズム情報,発震機構解、震源過程の情報【長周期地震動】,防災科学技術研究所,広帯域地震観測網 F-net 地震のメカニズム情報,気象庁から送られる震度速報の中の速報震源（震源時、震源位置、マグニチュード）を初期情報とし、防災科学技術研究所が整備した約70のrealtime観測点（24時間常時データが転送されている観測点）の波形データを用い、地震のメカニズム（モーメントテンソル）を自動で決定し公開しています。,https://www.fnet.bosai.go.jp/event/joho.php?LANG=ja,連続波形,ー,・公開 ・アカウント登録：NIED地震観測網の登録が必要 ・審査所要期間：約3営業日 ・対応言語：日本語、英語トウロクシンサショヨウキカンヤクエイギョウビタイオウゲンゴニホンゴエイゴ,"・形式：WIN32形式 ・拡張子：.miniseed(BINARY), seed(BINARY), sac(BINARY), ,txt（ASCII）, cnt(BINARY), ch(ASCII)ケイシキ",広帯域地震観測網(F-net) 広帯域地震計と（速度型）強震計からなるF-netは， その名の通り地震によって発生するほとんど全ての地震動を記録することが可能であるため， 得られる観測データは地震の発生メカニズム解明等に広く利用されており， 今後，地震の解明に大きく貢献することが期待されている。 平成６年度にスタートした特別研究「地震素過程と地球内部構造に関する総合的研究」（フリージア計画：Freesia = Fundamental Reserach on Earthquakes and Earth's Interior Anomaly） に基づき日本全国に広帯域地震観測網の整備を開始。平成１３年度から，データ収集方式を Hi-neｔに準拠した方式に変更して，観測網の名称を Hi-net ， KiK-net 等に合わせる形で「F-net (Full Range Seismograph Network of Japan)」に変更した。,waveform,station,requires_login,データ詳細,32
防災科学技術研究所_Hi_net_最近の大きな地震バックナンバー,発震機構解、震源過程の情報【長周期地震動】,防災科学技術研究所,Hi-net 最近の大きな地震バックナンバー,高感度地震観測網（Hi-net）にて観測された過去の大きな地震を一元化震源マップにて公開しています。,https://www.hinet.bosai.go.jp/backnumber/?LANG=ja,イベント別波形,yyyy/mm/dd hh:mm:ss,・公開 ・アカウント登録：NIED地震観測網の登録が必要 ・審査所要期間：約3営業日 ・対応言語：日本語、英語ニホンゴ,"・形式：WIN32形式 ・拡張子：.txt（ASCII）, evt(BINARY), ch(ASCII)",高感度地震観測網(Hi-net) 防災科研Hi-netでは，日本各地の地震観測点における揺れの様子をデータ化し， 24時間休みなく収集しています。地震の発生を検知した場合， 集めたデータをコンピューターで自動的に処理し，震源位置や地震規模の推定を行っています。 防災科研Hi-netは感度の高い地震計を使用しており，得られたデータには， 工事現場や車両通行等による地震以外の微弱な振動をノイズとして含みます。 自動処理では，このようなノイズにより，誤った震源情報を求めてしまうことがあります。 この他，採石場でのダイナマイト発破による振動も，通常の地震として自動的に処理されます。 得られた震源情報は，様々な基準により，その精度を自動的に判断しています。 設定した条件を全て満たした震源情報が得られた場合のみ，震源マップ等の更新を行っています。 自動処理による各種情報は，あくまでも速報的なものですので正式には， 気象庁 が公表する情報を御覧下さい。,waveform,station,requires_login,データ詳細,33
気象庁_国内で発生した顕著な地震の震源過程解析結果,発震機構解、震源過程の情報【震源過程】,気象庁,国内で発生した顕著な地震の震源過程解析結果,モーメントマグニチュードが概ね6.5以上の国内で発生した地震について、 地下の断層の破壊伝播の様子などを解析した資料を掲載しています。,https://www.data.jma.go.jp/svd/eqev/data/sourceprocess/index.html,,,,,,event_catalog,point,usable,データ詳細,34
気象庁_海外で発生した顕著な地震の解析結果,発震機構解、震源過程の情報【震源過程】,気象庁,海外で発生した顕著な地震の解析結果,モーメントマグニチュードが概ね7.0以上の海外で発生した地震について、 地下の断層の破壊伝播の様子などを解析した資料を掲載しています。,https://www.data.jma.go.jp/svd/eqev/data/world/index.html,,,,,,event_catalog,point,usable,データ詳細,35
東京大学_EIC地震学ノート,発震機構解、震源過程の情報【震源過程】,東京大学,EIC地震学ノート,,http://wwweic.eri.u-tokyo.ac.jp/sanchu/Seismo_Note/,,,,,,event_catalog,point,usable,データ詳細,36
名古屋大学_NGY地震学ノート,発震機構解、震源過程の情報【震源過程】,名古屋大学,NGY地震学ノート,,https://www.seis.nagoya-u.ac.jp/sanchu/Seismo_Note/,,,,,,event_catalog,point,usable,データ詳細,37
地震調査研究推進本部_日本の地震活動,歴史地震、被害地震等の情報,地震調査研究推進本部,日本の地震活動,過去の地震、活断層、地殻変動などの地震に関する各分野の知識を関連付けて整理し、都道府県に被害を及ぼす地震という観点から総合的に記述したものです。,https://www.jishin.go.jp/resource/seismicity_japan/,,,,,,static_spatial,polygon,static_only,データ詳細,38
気象庁_過去の地震津波災害,歴史地震、被害地震等の情報,気象庁,過去の地震津波災害,明治以降平成７年（1995年）までに日本で100人以上の死者・行方不明者を出した地震・津波についてその概要を掲載しています。,https://www.data.jma.go.jp/svd/eqev/data/higai/higai-1995.html,,,,,,unknown,national,probe_only,データ詳細,39
気象庁_日本付近で発生した主な被害地震_平成_年以降,歴史地震、被害地震等の情報,気象庁,日本付近で発生した主な被害地震（平成８年以降）,平成８年（1996年）以降に、日本付近で発生した人的被害を伴った地震についてその概要を掲載しています。,https://www.data.jma.go.jp/svd/eqev/data/higai/higai1996-new.html,,,,,,unknown,national,probe_only,データ詳細,40
建築研究所_世界の被害地震の表,歴史地震、被害地震等の情報,建築研究所,世界の被害地震の表,古代から近年までの国内外の被害地震を様々な条件で検索することができます。,https://iisee.kenken.go.jp/utsu/,,,,,,unknown,unknown,probe_only,データ詳細,41
防災科学技術研究所_高感度地震観測網_Hi_net,波形関連【高感度、広帯域地震データ】,防災科学技術研究所,高感度地震観測網（Hi-net）,人が感じない微弱な揺れまで記録するために全国約800カ所の地下100m以深に設置した高感度地震計で構成される観測網です。観測波形データ、震源情報などを公開しています。ヒト,https://www.hinet.bosai.go.jp/?LANG=ja,イベント別波形,yyyy/mm/dd hh:mm:ss,・公開 ・アカウント登録：NIED地震観測網の登録が必要 ・審査所要期間：約3営業日 ・対応言語：日本語、英語ニホンゴ,"・形式：WIN32形式 ・拡張子：.txt（ASCII）, evt(BINARY), ch(ASCII)",高感度地震観測網(Hi-net) 防災科研Hi-netでは，日本各地の地震観測点における揺れの様子をデータ化し， 24時間休みなく収集しています。地震の発生を検知した場合， 集めたデータをコンピューターで自動的に処理し，震源位置や地震規模の推定を行っています。 防災科研Hi-netは感度の高い地震計を使用しており，得られたデータには， 工事現場や車両通行等による地震以外の微弱な振動をノイズとして含みます。 自動処理では，このようなノイズにより，誤った震源情報を求めてしまうことがあります。 この他，採石場でのダイナマイト発破による振動も，通常の地震として自動的に処理されます。 得られた震源情報は，様々な基準により，その精度を自動的に判断しています。 設定した条件を全て満たした震源情報が得られた場合のみ，震源マップ等の更新を行っています。 自動処理による各種情報は，あくまでも速報的なものですので正式には， 気象庁 が公表する情報を御覧下さい。,waveform,station,requires_login,データ詳細,42
防災科学技術研究所_広帯域地震観測網_F_net,波形関連【高感度、広帯域地震データ】,防災科学技術研究所,広帯域地震観測網（F-net）,様々な周期の揺れを正確に記録するために全国約70カ所の横孔の奥に設置した地震計で構成される観測網です。観測波形データ、地震のメカニズム解情報などを公開しています。,https://www.fnet.bosai.go.jp/top.php?LANG=ja,連続波形,ー,・公開 ・アカウント登録：NIED地震観測網の登録が必要 ・審査所要期間：約3営業日 ・対応言語：日本語、英語トウロクシンサショヨウキカンヤクエイギョウビタイオウゲンゴニホンゴエイゴ,"・形式：WIN32形式 ・拡張子：.miniseed(BINARY), seed(BINARY), sac(BINARY), ,txt（ASCII）, cnt(BINARY), ch(ASCII)ケイシキ",広帯域地震観測網(F-net) 広帯域地震計と（速度型）強震計からなるF-netは， その名の通り地震によって発生するほとんど全ての地震動を記録することが可能であるため， 得られる観測データは地震の発生メカニズム解明等に広く利用されており， 今後，地震の解明に大きく貢献することが期待されている。 平成６年度にスタートした特別研究「地震素過程と地球内部構造に関する総合的研究」（フリージア計画：Freesia = Fundamental Reserach on Earthquakes and Earth's Interior Anomaly） に基づき日本全国に広帯域地震観測網の整備を開始。平成１３年度から，データ収集方式を Hi-neｔに準拠した方式に変更して，観測網の名称を Hi-net ， KiK-net 等に合わせる形で「F-net (Full Range Seismograph Network of Japan)」に変更した。,waveform,national,requires_login,データ詳細,43
海洋研究開発機構_海底ケーブルデータセンター,波形関連【高感度、広帯域地震データ】,海洋研究開発機構,海底ケーブルデータセンター,室戸沖や釧路・十勝沖のシステム等の地震計・津波計・ハイドロフォンの観測データを提供しています。,（一部停止中）https://www.jamstec.go.jp/j/about/informations/notification_2021_maintenance.htmlイチブテイシチュウ,,,,,,waveform,unknown,probe_only,データ詳細,44
地震波形データベース,波形関連【高感度、広帯域地震データ】,,地震波形データベース,,http://wwweic.eri.u-tokyo.ac.jp/wavedb.html,,,,,,waveform,unknown,probe_only,データ詳細,45
防災科学技術研究所_連続波形画像,波形関連【高感度、広帯域地震データ】,防災科学技術研究所,連続波形画像,各観測機関の記録した連続波形データを防災科研が蓄積し、画像化したものを公開しています。,https://www.hinet.bosai.go.jp/strace/?LANG=ja,,,,,,waveform,unknown,probe_only,データ詳細,46
海洋研究開発機構_地震研究情報データ提供システム,波形関連【高感度、広帯域地震データ】,海洋研究開発機構,地震研究情報データ提供システム,長期孔内観測システムの地震観測データを任意の時間長で切り出した連続データや、DONETで観測されたイベントデータをダウンロードすることができます。,https://www.jamstec.go.jp/j/database/,,,,,,waveform,unknown,requires_manual_download,データ詳細,47
気象庁_主な地震の強震観測データ,波形関連【強震観測データ】,気象庁,主な地震の強震観測データ,震度６弱以上を観測し被害を伴った地震について、地震波形などの強震観測データを掲載しています。,https://www.data.jma.go.jp/svd/eqev/data/kyoshin/jishin/index.html?sess=6e1b37b3613bd087e7ce042e42f4670b,,,,,,waveform,unknown,probe_only,データ詳細,48
防災科学技術研究所_強震観測網_K_NET_KiK_net,波形関連【強震観測データ】,防災科学技術研究所,強震観測網（K-NET、KiK-net）,全国強震観測網（K-NET）及び基盤強震観測網（KiK-net）で観測された強震記録や速度応答スペクトルを、地震別にダウンロードできます。,http://www.kyoshin.bosai.go.jp/kyoshin/,震源シンゲン,yyyy/mm/dd hh:mm:ss,・公開 ・アカウント登録：NIED地震観測網の登録が必要 ・審査所要期間：約3営業日 ・対応言語：日本語、英語ニホンゴ,"・形式：強震WIN32形式 ・拡張子：.ps(画像), .txt（ASCII）, evt(BINARY), ch(ASCII)キョウシン","強震観測網(K-NET) K-NET（Kyoshin Network：全国強震観測網）は国立研究開発法人防災科学技術研究所（防災科研）が運用する、全国を約20km 間隔で均質に覆う1,000箇所以上の強震観測施設からなる強震観測網であり、1996年（平成8年）6月に運用を開始しています。地震被害に直接結びつく地表の強震動を均質な観測条件で記録するために、各観測施設は、一部の例外を除き統一した規格で建設され、自由地盤上（地表）に強震計が設置されています。また、各観測施設では得られた強震記録の特性を詳しく理解するために土質調査を行っています。",waveform,point,requires_login,データ詳細,49
地震一覧ジシンイチラン,,,地震一覧ジシンイチラン,,,イベント別波形,yyyy/mm/dd hh:mm:ss,・公開 ・アカウント登録：NIED地震観測網の登録が必要 ・審査所要期間：約3営業日 ・対応言語：日本語、英語ニホンゴ,"・形式：強震WIN32形式 ・拡張子：.ps(画像), .txt（ASCII）, evt(BINARY), ch(ASCII)キョウシン",強震観測網(KiK-net) KiK-net（Kiban Kyoshin Network：基盤強震観測網）は、全国にわたる総合的な地震防災対策を推進するために、政府の地震調査研究推進本部が推進している「地震に関する基盤的調査観測計画」の一環として、防災科研が、高感度地震観測網（Hi-net）と共に整備した強震観測網です。KiK-net の観測施設は、全国約700 箇所に配置され、各観測施設には観測用の井戸（観測井）が掘削されており地表と地中（井戸底）の双方に強震計が設置され、鉛直アレーを構成しているのが特徴です。,waveform,national,requires_login,データ詳細,50
国土交通省_港湾地域強震観測,波形関連【強震観測データ】,国土交通省,港湾地域強震観測,港湾地域強震観測による観測記録を検索し、ダウンロードすることができます。,http://www.mlit.go.jp/kowan/kyosin/eq.htm,,,,,,waveform,polygon,requires_manual_download,データ詳細,51
地震調査研究推進本部_地震記象紙画像データ検索,波形関連【強震観測データ】,地震調査研究推進本部,地震記象紙画像データ検索,気象庁が所蔵する過去の地震観測記録（地震記象紙）の中から主だったものを選んでスキャンした画像データを公開しています。,http://www.susu.adep.or.jp/,,,,,,waveform,unknown,probe_only,データ詳細,52
消防研究センター_気象庁1倍強震計記録の数値化データ公開システム,波形関連【強震観測データ】,消防研究センター,気象庁1倍強震計記録の数値化データ公開システム,主に気象庁1倍強震計記録の数値化データを提供しています。,http://nrifd.fdma.go.jp/open_tech/db_kyoshinkei/,,,,,,waveform,unknown,probe_only,データ詳細,53
気象庁_各年の潮汐,津波関連【潮位観測値】,気象庁,各年の潮汐,気象庁が潮汐の観測を行っている検潮所等において実際に観測した、年の潮位（実測潮位）をまとめたものです。,https://www.data.jma.go.jp/kaiyou/db/tide/gaikyo/nenindex.php,,,,,,time_series,unknown,usable,データ詳細,54
国土交通省_ナウファス_全国港湾海洋波浪情報網,津波関連【潮位観測値】,国土交通省,ナウファス（全国港湾海洋波浪情報網）,ナウファスは国土交通省港湾局等が実施する日本沿岸の波浪情報網です。全国の波浪の定常観測結果を掲載しています。,http://www.mlit.go.jp/kowan/nowphas/,,,,,,time_series,national,usable,データ詳細,55
国土交通省_潮位情報リンク,津波関連【潮位観測値】,国土交通省,潮位情報リンク,全国各地における最新の潮位の実況をグラフで表示しています。,http://www.jma.go.jp/jp/choi/bosai/choui_map.html,,,,,,time_series,national,usable,データ詳細,56
国土地理院_潮位データ,津波関連【潮位観測値】,国土地理院,潮位データ,国土地理院が全国に整備した験潮場で観測した潮位について、30秒、毎時、日平均、月平均、年平均、満干潮位の6種類のデータを提供しています。,http://www.gsi.go.jp/kanshi/tide_furnish.html,,,,,,time_series,station,usable,データ詳細,57
国土地理院_海岸昇降検知センター,津波関連【潮位観測値】,国土地理院,海岸昇降検知センター,各機関がそれぞれの目的により設置している験潮場の験潮記録から地殻変動を検知し、地震予知研究をはじめとした地球科学の研究に役立てるため、それらの資料を統一した形で迅速に取りまとめて公表しています。,http://cais.gsi.go.jp/cmdc/centerindex.html,,,,,,time_series,station,usable,データ詳細,58
海上保安庁_リアルタイム験潮データ,津波関連【潮位観測値】,海上保安庁,リアルタイム験潮データ,海上保安庁所管の験潮所及び気象庁所管の験潮所から観測されたデータを5分間隔で表示しています。,https://www1.kaiho.mlit.go.jp/TIDE/gauge/,,,,,,time_series,station,usable,データ詳細,59
