external_source_id,external_feature_name,base_feature_name,feature_adjustment,excel_dataset_id,target_name,lag,lag_direction,n_samples,model_type,coefficient,p_value,fdr_q_value,standardized_effect_size,correlation,spearman,AUC,average_precision,RMSE,MAE,pseudo_R2,poisson_rate_ratio,negative_control_correlation,negative_control_pass,confounders,train_period,test_period,status,error_message
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,count,-7D,target_precedes_external,1820,calendar_adjusted_correlation+ols+logistic_probe,-0.1291719871140067,0.9803921568627451,0.9939205194891247,-0.00032541288286251494,-0.00032541288286251494,0.0069714885339452306,,,,,,-1.1436984690966565,-0.010196199913425128,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-27,2023-06-28..2024-12-24,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,count,-3D,target_precedes_external,1824,calendar_adjusted_correlation+ols+logistic_probe,-4.900588251126225,0.5490196078431373,0.8753191267649665,-0.012349498985581327,-0.012349498985581327,-0.002714819966454433,,,,,,-1.1433607479047054,-0.007252237424687523,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-29,2023-06-30..2024-12-28,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,count,-1D,target_precedes_external,1826,calendar_adjusted_correlation+ols+logistic_probe,-24.23591062916027,0.0196078431372549,0.09914077990746861,-0.06106481218418084,-0.06106481218418084,-0.03356819310811947,,,,,,-1.145710928117988,-7.374209615686249e-05,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,count,1D,external_precedes_target,1826,calendar_adjusted_correlation+ols+logistic_probe,19.146784238741862,0.0196078431372549,0.09914077990746861,0.04821686383739599,0.04821686383739599,0.026480827271443682,,,,,,-1.1533018870363325,0.0012874482388206612,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-02..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,count,3D,external_precedes_target,1824,calendar_adjusted_correlation+ols+logistic_probe,0.06723659877478114,1.0,1.0,0.00016899404751413906,0.00016899404751413906,-0.0001508047653530689,,,,,,-1.148409894417005,0.011777321030518585,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-04..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,count,7D,external_precedes_target,1820,calendar_adjusted_correlation+ols+logistic_probe,5.516130873495696,0.5882352941176471,0.8942766295707472,0.013831102623216025,0.013831102623216025,0.01822155065070547,,,,,,-1.1336459556906202,-0.014469052950102753,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-08..2023-07-04,2023-07-05..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,count,14D,external_precedes_target,1813,calendar_adjusted_correlation+ols+logistic_probe,8.738425602841195,0.39215686274509803,0.7718779146431672,0.021918591860066387,0.021918591860066387,0.013293047023133317,,,,,,-1.1404958680619912,0.0018433649902467185,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-15..2023-07-06,2023-07-07..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,m4_flag,-14D,target_precedes_external,1813,calendar_adjusted_correlation+ols+logistic_probe,-0.001248992638594534,0.9019607843137255,0.9851513420902341,-0.0013447931311714588,-0.0013447931311714588,0.0055489795632426425,0.4957177381977091,,,,,-1.1532055277070257,-0.011573507037405138,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-22,2023-06-23..2024-12-17,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,m4_flag,-7D,target_precedes_external,1820,calendar_adjusted_correlation+ols+logistic_probe,0.015703493722202068,0.5098039215686274,0.855216271037772,0.017430841844467044,0.017430841844467044,0.013146112961805456,0.5118985353518072,,,,,-1.1436986395151179,0.006726569290295142,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-27,2023-06-28..2024-12-24,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,m4_flag,-3D,target_precedes_external,1824,calendar_adjusted_correlation+ols+logistic_probe,-0.0049723048140848285,0.8431372549019608,0.9697425295996993,-0.005537294407230226,-0.005537294407230226,0.0009127997180938429,0.49891234660211264,,,,,-1.1433611151639194,0.005077641250662035,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-29,2023-06-30..2024-12-28,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,m4_flag,-1D,target_precedes_external,1826,calendar_adjusted_correlation+ols+logistic_probe,-0.010920497564345719,0.5098039215686274,0.855216271037772,-0.012184841983767193,-0.012184841983767193,-0.002715613233566008,0.494720797981893,,,,,-1.1457125524756624,0.004755175680788655,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,m4_flag,1D,external_precedes_target,1826,calendar_adjusted_correlation+ols+logistic_probe,0.023793492286931194,0.2549019607843137,0.6293875574921326,0.02628102256479271,0.02628102256479271,0.02131991283108743,0.5177078383272755,,,,,-1.1533020511468868,-0.029259326463103516,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-02..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,m4_flag,3D,external_precedes_target,1824,calendar_adjusted_correlation+ols+logistic_probe,0.01470971226779801,0.4117647058823529,0.7918552036199095,0.016306309065723196,0.016306309065723196,0.013411001221672445,0.5116273835171549,,,,,-1.148410065380838,0.008119844754391542,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-04..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,m4_flag,7D,external_precedes_target,1820,calendar_adjusted_correlation+ols+logistic_probe,0.019449451055768355,0.39215686274509803,0.7718779146431672,0.02154465309082142,0.02154465309082142,0.02459748065666918,0.5166230222973278,,,,,-1.1336460717666386,-0.005369645573784617,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-08..2023-07-04,2023-07-05..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,m4_flag,14D,external_precedes_target,1813,calendar_adjusted_correlation+ols+logistic_probe,0.017973539049009907,0.49019607843137253,0.8439530762089626,0.019815694461080124,0.019815694461080124,0.01882625150772922,0.5115253830719011,,,,,-1.1404961161334577,0.0003827165557039273,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-15..2023-07-06,2023-07-07..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,m5_flag,-14D,target_precedes_external,1813,calendar_adjusted_correlation+ols+logistic_probe,0.0030318276133801296,0.9215686274509803,0.9912300743422555,0.0026324985153373796,0.0026324985153373796,0.0059999607495745495,0.5018915493036743,,,,,-1.1532070115955182,-0.027907256406344876,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-22,2023-06-23..2024-12-17,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,m5_flag,-7D,target_precedes_external,1820,calendar_adjusted_correlation+ols+logistic_probe,-0.002572916460793201,0.9411764705882353,0.9939205194891247,-0.0021770289287010047,-0.0021770289287010047,-0.0012888477571627156,0.4975286212843919,,,,,-1.14369887210341,-0.0037224984885985543,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-27,2023-06-28..2024-12-24,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,m5_flag,-3D,target_precedes_external,1824,calendar_adjusted_correlation+ols+logistic_probe,0.006663004911658172,0.803921568627451,0.9579998831707459,0.005693330988428804,0.005693330988428804,0.005120881898009928,0.5015169856529154,,,,,-1.143361185169907,0.016149600665240342,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-29,2023-06-30..2024-12-28,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,m5_flag,-1D,target_precedes_external,1826,calendar_adjusted_correlation+ols+logistic_probe,-0.0009285590640563234,0.9803921568627451,0.9939205194891247,-0.0008666103819745069,-0.0008666103819745069,-0.012654430271312538,0.4944017605765722,,,,,-1.1457105469194635,-0.039911715063684655,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,m5_flag,1D,external_precedes_target,1826,calendar_adjusted_correlation+ols+logistic_probe,-0.00701828926635256,0.7843137254901961,0.9571286141575274,-0.006109434164018133,-0.006109434164018133,0.0068972238234265085,0.5048086996460253,,,,,-1.1533048348828325,-0.030337418102953675,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-02..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,m5_flag,3D,external_precedes_target,1824,calendar_adjusted_correlation+ols+logistic_probe,0.02592530614887632,0.29411764705882354,0.6813536225300931,0.022278429100426055,0.022278429100426055,0.024378418280237974,0.5129387575676638,,,,,-1.1484100811352709,-0.022319383252032046,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-04..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,m5_flag,7D,external_precedes_target,1820,calendar_adjusted_correlation+ols+logistic_probe,0.005755499359961276,0.8431372549019608,0.9697425295996993,0.004969497901642901,0.004969497901642901,-0.0024278947203993373,0.49648491898814884,,,,,-1.1336462661427344,0.01374566606483626,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-08..2023-07-04,2023-07-05..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,m5_flag,14D,external_precedes_target,1813,calendar_adjusted_correlation+ols+logistic_probe,-0.012038677550149732,0.7450980392156863,0.9421682266162524,-0.010379557924115332,-0.010379557924115332,-0.01934264268636162,0.48594409728086474,,,,,-1.1404955910915398,0.0005663834734312699,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-15..2023-07-06,2023-07-07..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,energy,-14D,target_precedes_external,1813,calendar_adjusted_correlation+ols+logistic_probe,155904772.1582876,0.43137254901960786,0.8075617142332753,0.016710354786371267,0.016710354786371267,0.016422485135814346,,,,,,-1.1532066508313545,-0.021373568172688664,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-22,2023-06-23..2024-12-17,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,energy,-7D,target_precedes_external,1820,calendar_adjusted_correlation+ols+logistic_probe,-47371033.73979726,0.8235294117647058,0.9631922944616442,-0.00510804120182706,-0.00510804120182706,-0.001591152475330378,,,,,,-1.143698468786807,0.019016074874730643,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-27,2023-06-28..2024-12-24,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,energy,-3D,target_precedes_external,1824,calendar_adjusted_correlation+ols+logistic_probe,-154593928.0482916,0.49019607843137253,0.8439530762089626,-0.01668568284493969,-0.01668568284493969,0.00285528065838218,,,,,,-1.1433607520564053,-0.009873781032256718,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-29,2023-06-30..2024-12-28,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,energy,-1D,target_precedes_external,1826,calendar_adjusted_correlation+ols+logistic_probe,126046146.9194039,0.49019607843137253,0.8439530762089626,0.013607565642298666,0.013607565642298666,0.005425901903413272,,,,,,-1.1457109283196238,0.004960223342818018,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,energy,1D,external_precedes_target,1826,calendar_adjusted_correlation+ols+logistic_probe,183708838.7936944,0.45098039215686275,0.8212086048379899,0.019821781898829875,0.019821781898829875,0.020246777218623033,,,,,,-1.1533018867924534,0.0023080993153386554,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-02..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,energy,3D,external_precedes_target,1824,calendar_adjusted_correlation+ols+logistic_probe,230436671.8992702,0.3137254901960784,0.7045613005027339,0.024815360120623933,0.024815360120623933,0.018566140571033986,,,,,,-1.148409893992933,0.027272484258968555,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-04..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,energy,7D,external_precedes_target,1820,calendar_adjusted_correlation+ols+logistic_probe,-361169556.65938437,0.19607843137254902,0.5442423692684475,-0.038789542357611465,-0.038789542357611465,-0.018789538443782994,,,,,,-1.133645955451348,0.008031672693212207,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-08..2023-07-04,2023-07-05..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,energy,14D,external_precedes_target,1813,calendar_adjusted_correlation+ols+logistic_probe,-173475266.75998443,0.47058823529411764,0.8341298114519071,-0.018605046783252418,-0.018605046783252418,-0.011061135171518096,,,,,,-1.140495867768595,0.0014105875150015853,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-15..2023-07-06,2023-07-07..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,max_magnitude,-14D,target_precedes_external,1813,calendar_adjusted_correlation+ols+logistic_probe,0.015775857742358877,0.6862745098039216,0.9322974472807991,0.007479637824252163,0.007479637824252163,0.006064245101210822,,,,,,-1.1532067163567654,-0.022185662059809444,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-22,2023-06-23..2024-12-17,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,max_magnitude,-7D,target_precedes_external,1820,calendar_adjusted_correlation+ols+logistic_probe,0.00021941706226067924,1.0,1.0,0.00010428392004803815,0.00010428392004803815,0.00290916935741427,,,,,,-1.143698522440252,0.004095216324571197,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-27,2023-06-28..2024-12-24,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,max_magnitude,-3D,target_precedes_external,1824,calendar_adjusted_correlation+ols+logistic_probe,-0.0035057070318581483,0.9607843137254902,0.9939205194891247,-0.0016647342881142562,-0.0016647342881142562,0.0011781387470283778,,,,,,-1.1433608212478856,0.0009675050298189176,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-29,2023-06-30..2024-12-28,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,max_magnitude,-1D,target_precedes_external,1826,calendar_adjusted_correlation+ols+logistic_probe,-0.0011828047562496594,0.9803921568627451,0.9939205194891247,-0.0005613002354138752,-0.0005613002354138752,-0.0052375268608742895,,,,,,-1.14571104348831,-0.004453086771322558,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,max_magnitude,1D,external_precedes_target,1826,calendar_adjusted_correlation+ols+logistic_probe,0.008527806643621662,0.8627450980392157,0.9751592944870257,0.004043451075140581,0.004043451075140581,0.016052004520114085,,,,,,-1.1533019455820595,-0.013465632822559371,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-02..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,max_magnitude,3D,external_precedes_target,1824,calendar_adjusted_correlation+ols+logistic_probe,0.010929711527036508,0.8627450980392157,0.9751592944870257,0.005173112459490427,0.005173112459490427,0.014775879068270093,,,,,,-1.1484099401251502,-0.006233679293333738,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-04..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,max_magnitude,7D,external_precedes_target,1820,calendar_adjusted_correlation+ols+logistic_probe,-0.022163850917905546,0.7058823529411765,0.9356319847526641,-0.010465809086166303,-0.010465809086166303,-0.004321929165584776,,,,,,-1.1336460288664416,0.006020084315155036,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-08..2023-07-04,2023-07-05..2024-12-31,ok,
wikimedia,pageviews_地震雲__log1p_diff,pageviews_地震雲,log1p_diff,気象庁_地震月報_カタログ編,max_magnitude,14D,external_precedes_target,1813,calendar_adjusted_correlation+ols+logistic_probe,0.001360549892785819,0.9803921568627451,0.9939205194891247,0.0006422541252439248,0.0006422541252439248,0.006683877061336514,,,,,,-1.1404959778385175,-0.008863320077806203,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-15..2023-07-06,2023-07-07..2024-12-31,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,count,-14D,target_precedes_external,1813,calendar_adjusted_correlation+ols+logistic_probe,-0.011600349558836797,0.803921568627451,0.9579998831707459,-0.00715025922959618,-0.00715025922959618,-0.03263793494981803,,,,,,-2.4798464482253744,0.06939559757068381,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-22,2023-06-23..2024-12-17,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,count,-7D,target_precedes_external,1820,calendar_adjusted_correlation+ols+logistic_probe,-0.046316706321966855,0.2549019607843137,0.6293875574921326,-0.02841366672274012,-0.02841366672274012,-0.07763559659554073,,,,,,-2.4018691585718326,0.07497271205721366,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-27,2023-06-28..2024-12-24,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,count,-3D,target_precedes_external,1824,calendar_adjusted_correlation+ols+logistic_probe,-0.05798749865410333,0.13725490196078433,0.43765956338248324,-0.03552974490027127,-0.03552974490027127,-0.07434209043223633,,,,,,-2.3043478258123624,0.08484272418122919,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-29,2023-06-30..2024-12-28,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,count,-1D,target_precedes_external,1826,calendar_adjusted_correlation+ols+logistic_probe,0.04463963149476939,0.29411764705882354,0.6813536225300931,0.027364838155800104,0.027364838155800104,-0.05892968040471612,,,,,,-2.243339253483036,0.06352195459572693,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,count,1D,external_precedes_target,1826,calendar_adjusted_correlation+ols+logistic_probe,0.2461753274515553,0.0196078431372549,0.09914077990746861,0.15089659423138876,0.15089659423138876,-0.05414092369946016,,,,,,-2.197898423319808,0.07412958750905016,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-02..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,count,3D,external_precedes_target,1824,calendar_adjusted_correlation+ols+logistic_probe,0.07440144437276715,0.0392156862745098,0.16866961838498842,0.045612721578655216,0.045612721578655216,-0.05896885941512382,,,,,,-2.2629695882076457,0.07063649274645893,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-04..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,count,7D,external_precedes_target,1820,calendar_adjusted_correlation+ols+logistic_probe,0.0420595836803474,0.27450980392156865,0.6570713391739675,0.025816263695303748,0.025816263695303748,-0.04631740345263988,,,,,,-2.321167882908687,0.08390964288148135,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-08..2023-07-04,2023-07-05..2024-12-31,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,count,14D,external_precedes_target,1813,calendar_adjusted_correlation+ols+logistic_probe,-0.05639822009509887,0.19607843137254902,0.5442423692684475,-0.034748376374942595,-0.034748376374942595,-0.09695370384126709,,,,,,-2.345018449996006,0.07920741115115379,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-15..2023-07-06,2023-07-07..2024-12-31,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,m4_flag,-14D,target_precedes_external,1813,calendar_adjusted_correlation+ols+logistic_probe,-0.015333205440625811,0.5686274509803921,0.8865564415458691,-0.017197381218293575,-0.017197381218293575,-0.055467355311206196,0.4126895318810832,,,,,-2.479846094700459,0.08458664308469507,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-22,2023-06-23..2024-12-17,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,m4_flag,-7D,target_precedes_external,1820,calendar_adjusted_correlation+ols+logistic_probe,-0.013474921038927317,0.45098039215686275,0.8212086048379899,-0.015143472032655871,-0.015143472032655871,-0.11579628441600685,0.3819328011783664,,,,,-2.4018689890900062,0.04626657769654337,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-27,2023-06-28..2024-12-24,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,m4_flag,-3D,target_precedes_external,1824,calendar_adjusted_correlation+ols+logistic_probe,-0.027868867830192618,0.13725490196078433,0.43765956338248324,-0.03160328232082443,-0.03160328232082443,-0.11551488411513383,0.38278616911839514,,,,,-2.3043476897023236,0.07051032530730515,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-29,2023-06-30..2024-12-28,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,m4_flag,-1D,target_precedes_external,1826,calendar_adjusted_correlation+ols+logistic_probe,-0.028536956943771598,0.13725490196078433,0.43765956338248324,-0.03216944992522148,-0.03216944992522148,-0.1124516568319176,0.39199220539930446,,,,,-2.243339121239395,0.08183921878065421,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,m4_flag,1D,external_precedes_target,1826,calendar_adjusted_correlation+ols+logistic_probe,-0.04437116712595087,0.0392156862745098,0.16866961838498842,-0.04996308619202152,-0.04996308619202152,-0.11623101107015034,0.3821184546820616,,,,,-2.1978983167785446,0.08692659270431426,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-02..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,m4_flag,3D,external_precedes_target,1824,calendar_adjusted_correlation+ols+logistic_probe,-0.028091349546174246,0.17647058823529413,0.5123339658444024,-0.03157865686701717,-0.03157865686701717,-0.1033413552140181,0.3919482941573684,,,,,-2.262969468916071,0.08386448093129514,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-04..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,m4_flag,7D,external_precedes_target,1820,calendar_adjusted_correlation+ols+logistic_probe,-0.029109501734039162,0.2549019607843137,0.6293875574921326,-0.032706662725460064,-0.032706662725460064,-0.12806561178034542,0.38137008920221105,,,,,-2.3211677654492213,0.08931308468480431,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-08..2023-07-04,2023-07-05..2024-12-31,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,m4_flag,14D,external_precedes_target,1813,calendar_adjusted_correlation+ols+logistic_probe,-0.03179745724347298,0.11764705882352941,0.3917940904391359,-0.03569047596037906,-0.03569047596037906,-0.0970495323091915,0.40001718029258365,,,,,-2.34501825163132,0.07859824999820894,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-15..2023-07-06,2023-07-07..2024-12-31,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,m5_flag,-14D,target_precedes_external,1813,calendar_adjusted_correlation+ols+logistic_probe,-0.0037152795641207798,0.8823529411764706,0.9803921568627451,-0.003178961300701775,-0.003178961300701775,0.004323928114919866,0.4763605413560824,,,,,-2.4798460741566,0.05560360798731751,False,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-22,2023-06-23..2024-12-17,ok,
wikimedia,pageviews_宏観異常現象__raw_count,pageviews_宏観異常現象,raw_count,気象庁_地震月報_カタログ編,m5_flag,-7D,target_precedes_external,1820,calendar_adjusted_correlation+ols+logistic_probe,0.029111805153213793,0.4117647058823529,0.7918552036199095,0.025116384421240225,0.025116384421240225,0.02573174837403875,0.4694155555338666,,,,,-2.4018687598858723,0.014382334404307952,True,"month,day_of_week,weekend_or_holiday,year_trend",2020-01-01..2023-06-27,2023-06-28..2024-12-24,ok,
