external_source_id,external_feature_name,excel_dataset_id,target_name,lag,lag_direction,n_samples,model_type,coefficient,p_value,fdr_q_value,standardized_effect_size,correlation,spearman,AUC,average_precision,RMSE,MAE,pseudo_R2,poisson_rate_ratio,train_period,test_period,status,error_message
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,m5_flag,-1H,target_precedes_external,1826,correlation+ols+logistic_probe,0.02248193674486866,0.5686274509803921,0.6943890174794477,0.018881307160073562,0.018881307160073562,0.07613557041407679,0.5470969496567791,,,,,1.129790016457901,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,m5_flag,1H,external_precedes_target,1827,correlation+ols+logistic_probe,0.10107003836272828,0.0196078431372549,0.04084967320261438,0.08459891707901022,0.08459891707901022,0.1512349858258197,0.5937705372616985,,,,,1.4556801645120703,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,m5_flag,6H,external_precedes_target,1827,correlation+ols+logistic_probe,0.10107003836272828,0.0196078431372549,0.04084967320261438,0.08459891707901022,0.08459891707901022,0.1512349858258197,0.5937705372616985,,,,,1.4556801645120703,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,m5_flag,12H,external_precedes_target,1827,correlation+ols+logistic_probe,0.10107003836272828,0.0196078431372549,0.04084967320261438,0.08459891707901022,0.08459891707901022,0.1512349858258197,0.5937705372616985,,,,,1.4556801645120703,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,m5_flag,1D,external_precedes_target,1826,correlation+ols+logistic_probe,0.034561910979118024,0.19607843137254902,0.2975895248487253,0.029070349896238808,0.029070349896238808,0.06014284349796882,0.537164567008893,,,,,1.0333256221753608,2020-01-02..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,m5_flag,3D,external_precedes_target,1824,correlation+ols+logistic_probe,-0.021895712777376727,0.5686274509803921,0.6943890174794477,-0.018177701685306177,-0.018177701685306177,0.06294517224702156,0.5388941751246439,,,,,1.0863297155793015,2020-01-04..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,m5_flag,7D,external_precedes_target,1820,correlation+ols+logistic_probe,0.022142320182736454,0.4117647058823529,0.5441824306815237,0.01860333540981716,0.01860333540981716,0.06895838267475914,0.5426507681724375,,,,,1.136195140240428,2020-01-08..2023-07-04,2023-07-05..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,energy,-7D,target_precedes_external,1820,correlation+ols+logistic_probe,206421.46340447513,0.17647058823529413,0.2757352941176471,0.01953245364135099,0.01953245364135099,0.1560646338200294,,,,,,2.092073332405455,2020-01-01..2023-06-27,2023-06-28..2024-12-24,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,energy,-3D,target_precedes_external,1824,correlation+ols+logistic_probe,577485.8863613837,0.0392156862745098,0.07352941176470588,0.05464335866754223,0.05464335866754223,0.16168595635081193,,,,,,1.3965251561922614,2020-01-01..2023-06-29,2023-06-30..2024-12-28,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,energy,-1D,target_precedes_external,1826,correlation+ols+logistic_probe,1599630.304806183,0.0196078431372549,0.04084967320261438,0.1513652676411353,0.1513652676411353,0.16446741964920128,,,,,,1.2028655099898737,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,energy,-12H,target_precedes_external,1826,correlation+ols+logistic_probe,1599630.304806183,0.0196078431372549,0.04084967320261438,0.1513652676411353,0.1513652676411353,0.16446741964920128,,,,,,1.2028655099898737,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,energy,-6H,target_precedes_external,1826,correlation+ols+logistic_probe,1599630.304806183,0.0196078431372549,0.04084967320261438,0.1513652676411353,0.1513652676411353,0.16446741964920128,,,,,,1.2028655099898737,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,energy,-1H,target_precedes_external,1826,correlation+ols+logistic_probe,1599630.304806183,0.0196078431372549,0.04084967320261438,0.1513652676411353,0.1513652676411353,0.16446741964920128,,,,,,1.2028655099898737,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,energy,1H,external_precedes_target,1827,correlation+ols+logistic_probe,2466951.9101361334,0.0196078431372549,0.04084967320261438,0.23344868239636163,0.23344868239636163,0.2139891311592859,,,,,,2.5411810668727655,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,energy,6H,external_precedes_target,1827,correlation+ols+logistic_probe,2466951.9101361334,0.0196078431372549,0.04084967320261438,0.23344868239636163,0.23344868239636163,0.2139891311592859,,,,,,2.5411810668727655,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,energy,12H,external_precedes_target,1827,correlation+ols+logistic_probe,2466951.9101361334,0.0196078431372549,0.04084967320261438,0.23344868239636163,0.23344868239636163,0.2139891311592859,,,,,,2.5411810668727655,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,energy,1D,external_precedes_target,1826,correlation+ols+logistic_probe,2786.756880621724,0.9803921568627451,0.9902951079421667,0.00026369482704336584,0.00026369482704336584,0.13911575642509158,,,,,,0.9522476206163042,2020-01-02..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,energy,3D,external_precedes_target,1824,correlation+ols+logistic_probe,-15644.62856227292,0.9215686274509803,0.9544439179584376,-0.0014801229906623102,-0.0014801229906623102,0.14021458484307703,,,,,,0.6797706366751897,2020-01-04..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,energy,7D,external_precedes_target,1820,correlation+ols+logistic_probe,2407.7739846527124,0.9803921568627451,0.9902951079421667,0.00022773165154610456,0.00022773165154610456,0.1484206267702584,,,,,,1.2651622120742656,2020-01-08..2023-07-04,2023-07-05..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,max_magnitude,-7D,target_precedes_external,1820,correlation+ols+logistic_probe,0.00026307726388586516,0.0196078431372549,0.04084967320261438,0.08368635438150483,0.08368635438150483,0.15564357302485657,,,,,,1.1347649809815543,2020-01-01..2023-06-27,2023-06-28..2024-12-24,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,max_magnitude,-3D,target_precedes_external,1824,correlation+ols+logistic_probe,0.00020119612066810743,0.0392156862745098,0.07352941176470588,0.0637497032475691,0.0637497032475691,0.15711669332819675,,,,,,1.1162122691231866,2020-01-01..2023-06-29,2023-06-30..2024-12-28,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,max_magnitude,-1D,target_precedes_external,1826,correlation+ols+logistic_probe,0.0001512273923523811,0.0392156862745098,0.07352941176470588,0.047824898656510205,0.047824898656510205,0.16282408505388288,,,,,,1.116481110000704,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,max_magnitude,-12H,target_precedes_external,1826,correlation+ols+logistic_probe,0.0001512273923523811,0.0196078431372549,0.04084967320261438,0.047824898656510205,0.047824898656510205,0.16282408505388288,,,,,,1.116481110000704,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,max_magnitude,-6H,target_precedes_external,1826,correlation+ols+logistic_probe,0.0001512273923523811,0.058823529411764705,0.10652148183216949,0.047824898656510205,0.047824898656510205,0.16282408505388288,,,,,,1.116481110000704,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,max_magnitude,-1H,target_precedes_external,1826,correlation+ols+logistic_probe,0.0001512273923523811,0.0784313725490196,0.13706453455168477,0.047824898656510205,0.047824898656510205,0.16282408505388288,,,,,,1.116481110000704,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,max_magnitude,1H,external_precedes_target,1827,correlation+ols+logistic_probe,0.00017101639929493795,0.0196078431372549,0.04084967320261438,0.05403369159722155,0.05403369159722155,0.21105785942256655,,,,,,1.1539729892278583,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,max_magnitude,6H,external_precedes_target,1827,correlation+ols+logistic_probe,0.00017101639929493795,0.0196078431372549,0.04084967320261438,0.05403369159722155,0.05403369159722155,0.21105785942256655,,,,,,1.1539729892278583,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,max_magnitude,12H,external_precedes_target,1827,correlation+ols+logistic_probe,0.00017101639929493795,0.058823529411764705,0.10652148183216949,0.05403369159722155,0.05403369159722155,0.21105785942256655,,,,,,1.1539729892278583,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,max_magnitude,1D,external_precedes_target,1826,correlation+ols+logistic_probe,6.653820306077252e-05,0.3333333333333333,0.4580152671755725,0.021022657611953387,0.021022657611953387,0.13350194117352468,,,,,,1.0952334785934699,2020-01-02..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,max_magnitude,3D,external_precedes_target,1824,correlation+ols+logistic_probe,2.143270769422991e-05,0.7450980392156863,0.8351036554098601,0.0067721559865134,0.0067721559865134,0.13429467785554514,,,,,,1.0957694326451997,2020-01-04..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震,気象庁_地震月報_カタログ編,max_magnitude,7D,external_precedes_target,1820,correlation+ols+logistic_probe,5.848914314313594e-05,0.5490196078431373,0.6806028196402529,0.018486224839115276,0.018486224839115276,0.1484353368043219,,,,,,1.1125958265108367,2020-01-08..2023-07-04,2023-07-05..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,count,-7D,target_precedes_external,1820,correlation+ols+logistic_probe,0.04221254281571064,0.0196078431372549,0.04084967320261438,0.10525739948569468,0.10525739948569468,0.16852702394562086,,,,,,1.1944266860689456,2020-01-01..2023-06-27,2023-06-28..2024-12-24,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,count,-3D,target_precedes_external,1824,correlation+ols+logistic_probe,0.030480309241035595,0.0196078431372549,0.04084967320261438,0.07582049529584105,0.07582049529584105,0.15022348320924805,,,,,,1.201311664537548,2020-01-01..2023-06-29,2023-06-30..2024-12-28,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,count,-1D,target_precedes_external,1826,correlation+ols+logistic_probe,0.043871075689848237,0.0196078431372549,0.04084967320261438,0.10897822525242334,0.10897822525242334,0.16474363287535954,,,,,,1.2137230799132892,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,count,-12H,target_precedes_external,1826,correlation+ols+logistic_probe,0.043871075689848237,0.0196078431372549,0.04084967320261438,0.10897822525242334,0.10897822525242334,0.16474363287535954,,,,,,1.2137230799132892,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,count,-6H,target_precedes_external,1826,correlation+ols+logistic_probe,0.043871075689848237,0.0196078431372549,0.04084967320261438,0.10897822525242334,0.10897822525242334,0.16474363287535954,,,,,,1.2137230799132892,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,count,-1H,target_precedes_external,1826,correlation+ols+logistic_probe,0.043871075689848237,0.0196078431372549,0.04084967320261438,0.10897822525242334,0.10897822525242334,0.16474363287535954,,,,,,1.2137230799132892,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,count,1H,external_precedes_target,1827,correlation+ols+logistic_probe,0.0661473998666238,0.0196078431372549,0.04084967320261438,0.16420284337853838,0.16420284337853838,0.19515186624637257,,,,,,1.2648511354265286,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,count,6H,external_precedes_target,1827,correlation+ols+logistic_probe,0.0661473998666238,0.0196078431372549,0.04084967320261438,0.16420284337853838,0.16420284337853838,0.19515186624637257,,,,,,1.2648511354265286,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,count,12H,external_precedes_target,1827,correlation+ols+logistic_probe,0.0661473998666238,0.0196078431372549,0.04084967320261438,0.16420284337853838,0.16420284337853838,0.19515186624637257,,,,,,1.2648511354265286,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,count,1D,external_precedes_target,1826,correlation+ols+logistic_probe,0.06892269649319394,0.0196078431372549,0.04084967320261438,0.17108835014627907,0.17108835014627907,0.19026147542150224,,,,,,1.265332155885637,2020-01-02..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,count,3D,external_precedes_target,1824,correlation+ols+logistic_probe,0.06071586115533725,0.0196078431372549,0.04084967320261438,0.1507225952435391,0.1507225952435391,0.1619469742832101,,,,,,1.217361824038968,2020-01-04..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,count,7D,external_precedes_target,1820,correlation+ols+logistic_probe,0.05027336341794013,0.0196078431372549,0.04084967320261438,0.12480279997766533,0.12480279997766533,0.15227548934036816,,,,,,1.221709066478056,2020-01-08..2023-07-04,2023-07-05..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m4_flag,-7D,target_precedes_external,1820,correlation+ols+logistic_probe,0.08689475699886098,0.0196078431372549,0.04084967320261438,0.0731705335098302,0.0731705335098302,0.1600538381339051,0.6064024792620871,,,,,1.148984903491632,2020-01-01..2023-06-27,2023-06-28..2024-12-24,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m4_flag,-3D,target_precedes_external,1824,correlation+ols+logistic_probe,0.0893207300322265,0.0196078431372549,0.04084967320261438,0.0749514724956209,0.0749514724956209,0.15376543926217023,0.6019430802796408,,,,,1.1531135630586982,2020-01-01..2023-06-29,2023-06-30..2024-12-28,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m4_flag,-1D,target_precedes_external,1826,correlation+ols+logistic_probe,0.08599897421763389,0.0196078431372549,0.04084967320261438,0.07226138618795881,0.07226138618795881,0.14599413501562034,0.5966438841807228,,,,,1.1373469573738522,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m4_flag,-12H,target_precedes_external,1826,correlation+ols+logistic_probe,0.08599897421763389,0.0196078431372549,0.04084967320261438,0.07226138618795881,0.07226138618795881,0.14599413501562034,0.5966438841807228,,,,,1.1373469573738522,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m4_flag,-6H,target_precedes_external,1826,correlation+ols+logistic_probe,0.08599897421763389,0.0196078431372549,0.04084967320261438,0.07226138618795881,0.07226138618795881,0.14599413501562034,0.5966438841807228,,,,,1.1373469573738522,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m4_flag,-1H,target_precedes_external,1826,correlation+ols+logistic_probe,0.08599897421763389,0.0196078431372549,0.04084967320261438,0.07226138618795881,0.07226138618795881,0.14599413501562034,0.5966438841807228,,,,,1.1373469573738522,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m4_flag,1H,external_precedes_target,1827,correlation+ols+logistic_probe,0.09185865893782673,0.0196078431372549,0.04084967320261438,0.07683943380037585,0.07683943380037585,0.15275034303774654,0.6011403050011069,,,,,1.1512180257448472,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m4_flag,6H,external_precedes_target,1827,correlation+ols+logistic_probe,0.09185865893782673,0.0196078431372549,0.04084967320261438,0.07683943380037585,0.07683943380037585,0.15275034303774654,0.6011403050011069,,,,,1.1512180257448472,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m4_flag,12H,external_precedes_target,1827,correlation+ols+logistic_probe,0.09185865893782673,0.0196078431372549,0.04084967320261438,0.07683943380037585,0.07683943380037585,0.15275034303774654,0.6011403050011069,,,,,1.1512180257448472,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m4_flag,1D,external_precedes_target,1826,correlation+ols+logistic_probe,0.08885471337435201,0.0196078431372549,0.04084967320261438,0.07446971987072579,0.07446971987072579,0.14848483409563523,0.5982520132030156,,,,,1.1515285939282012,2020-01-02..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m4_flag,3D,external_precedes_target,1824,correlation+ols+logistic_probe,0.08594069034691564,0.0196078431372549,0.04084967320261438,0.0721528067893584,0.0721528067893584,0.14458643589776848,0.5955898903501721,,,,,1.1390723889123762,2020-01-04..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m4_flag,7D,external_precedes_target,1820,correlation+ols+logistic_probe,0.06445493637506317,0.0392156862745098,0.07352941176470588,0.05490413971985492,0.05490413971985492,0.1510655365222668,0.5998735818267426,,,,,1.1508568279292462,2020-01-08..2023-07-04,2023-07-05..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m5_flag,-7D,target_precedes_external,1820,correlation+ols+logistic_probe,0.06748632603887553,0.0196078431372549,0.04084967320261438,0.05655121432639018,0.05655121432639018,0.06096205245736514,0.5375015162901852,,,,,1.0515547178324647,2020-01-01..2023-06-27,2023-06-28..2024-12-24,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m5_flag,-3D,target_precedes_external,1824,correlation+ols+logistic_probe,0.05090646153967703,0.058823529411764705,0.10652148183216949,0.04282043661146317,0.04282043661146317,0.03986359846711027,0.5244336841695633,,,,,1.0120404969117844,2020-01-01..2023-06-29,2023-06-30..2024-12-28,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m5_flag,-1D,target_precedes_external,1826,correlation+ols+logistic_probe,0.05700189206643434,0.058823529411764705,0.10652148183216949,0.04791696589230615,0.04791696589230615,0.0711400217873817,0.5438569226264894,,,,,1.144091965655651,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m5_flag,-12H,target_precedes_external,1826,correlation+ols+logistic_probe,0.05700189206643434,0.0784313725490196,0.13706453455168477,0.04791696589230615,0.04791696589230615,0.0711400217873817,0.5438569226264894,,,,,1.144091965655651,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m5_flag,-6H,target_precedes_external,1826,correlation+ols+logistic_probe,0.05700189206643434,0.0392156862745098,0.07352941176470588,0.04791696589230615,0.04791696589230615,0.0711400217873817,0.5438569226264894,,,,,1.144091965655651,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m5_flag,-1H,target_precedes_external,1826,correlation+ols+logistic_probe,0.05700189206643434,0.0392156862745098,0.07352941176470588,0.04791696589230615,0.04791696589230615,0.0711400217873817,0.5438569226264894,,,,,1.144091965655651,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m5_flag,1H,external_precedes_target,1827,correlation+ols+logistic_probe,0.08872119083714612,0.0196078431372549,0.04084967320261438,0.07389309238638007,0.07389309238638007,0.07434116595348784,0.5458759098786828,,,,,1.155292409689379,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m5_flag,6H,external_precedes_target,1827,correlation+ols+logistic_probe,0.08872119083714612,0.0196078431372549,0.04084967320261438,0.07389309238638007,0.07389309238638007,0.07434116595348784,0.5458759098786828,,,,,1.155292409689379,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m5_flag,12H,external_precedes_target,1827,correlation+ols+logistic_probe,0.08872119083714612,0.0196078431372549,0.04084967320261438,0.07389309238638007,0.07389309238638007,0.07434116595348784,0.5458759098786828,,,,,1.155292409689379,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m5_flag,1D,external_precedes_target,1826,correlation+ols+logistic_probe,0.027962327701099347,0.29411764705882354,0.4123144584936778,0.023532951545835873,0.023532951545835873,0.027009922168672436,0.516403417361272,,,,,1.0929317239944893,2020-01-02..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m5_flag,3D,external_precedes_target,1824,correlation+ols+logistic_probe,0.0053559647073765145,0.8627450980392157,0.917813934084272,0.004485785998440403,0.004485785998440403,0.041972124933382385,0.5257050169159544,,,,,1.0045990226930954,2020-01-04..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,m5_flag,7D,external_precedes_target,1820,correlation+ols+logistic_probe,0.036477162602940844,0.3137254901960784,0.4364033093917629,0.030729662535231933,0.030729662535231933,0.04958163164902199,0.5304640354360434,,,,,1.126588011340863,2020-01-08..2023-07-04,2023-07-05..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,energy,-7D,target_precedes_external,1820,correlation+ols+logistic_probe,46182.25214613767,0.7843137254901961,0.860832137733142,0.00606411530312046,0.00606411530312046,0.1282223483092667,,,,,,1.1376905029452689,2020-01-01..2023-06-27,2023-06-28..2024-12-24,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,energy,-3D,target_precedes_external,1824,correlation+ols+logistic_probe,96070.74677235482,0.43137254901960786,0.5634764791257577,0.012619823330247113,0.012619823330247113,0.1259095639031007,,,,,,1.9169120855708999,2020-01-01..2023-06-29,2023-06-30..2024-12-28,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,energy,-1D,target_precedes_external,1826,correlation+ols+logistic_probe,1041211.1235856804,0.0196078431372549,0.04084967320261438,0.13677205383773094,0.13677205383773094,0.13595867415171814,,,,,,2.0336025129455932,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,energy,-12H,target_precedes_external,1826,correlation+ols+logistic_probe,1041211.1235856804,0.0196078431372549,0.04084967320261438,0.13677205383773094,0.13677205383773094,0.13595867415171814,,,,,,2.0336025129455932,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,energy,-6H,target_precedes_external,1826,correlation+ols+logistic_probe,1041211.1235856804,0.0196078431372549,0.04084967320261438,0.13677205383773094,0.13677205383773094,0.13595867415171814,,,,,,2.0336025129455932,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,energy,-1H,target_precedes_external,1826,correlation+ols+logistic_probe,1041211.1235856804,0.0196078431372549,0.04084967320261438,0.13677205383773094,0.13677205383773094,0.13595867415171814,,,,,,2.0336025129455932,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,energy,1H,external_precedes_target,1827,correlation+ols+logistic_probe,796546.3005236323,0.0196078431372549,0.04084967320261438,0.10463477483464537,0.10463477483464537,0.14405735859053265,,,,,,2.2947331260167743,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,energy,6H,external_precedes_target,1827,correlation+ols+logistic_probe,796546.3005236323,0.0196078431372549,0.04084967320261438,0.10463477483464537,0.10463477483464537,0.14405735859053265,,,,,,2.2947331260167743,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,energy,12H,external_precedes_target,1827,correlation+ols+logistic_probe,796546.3005236323,0.0196078431372549,0.04084967320261438,0.10463477483464537,0.10463477483464537,0.14405735859053265,,,,,,2.2947331260167743,2020-01-01..2023-07-01,2023-07-02..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,energy,1D,external_precedes_target,1826,correlation+ols+logistic_probe,48347.371218712426,0.7254901960784313,0.8192486530371245,0.006350822657073663,0.006350822657073663,0.10773939329289825,,,,,,1.0059245701057695,2020-01-02..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,energy,3D,external_precedes_target,1824,correlation+ols+logistic_probe,168746.66688663483,0.09803921568627451,0.16523463317911435,0.02216559537778701,0.02216559537778701,0.1111920780505042,,,,,,0.996075287941444,2020-01-04..2023-07-02,2023-07-03..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,energy,7D,external_precedes_target,1820,correlation+ols+logistic_probe,-66431.00392617944,0.5882352941176471,0.7144558228149559,-0.008725506109897644,-0.008725506109897644,0.11278787714615279,,,,,,1.2309960457654057,2020-01-08..2023-07-04,2023-07-05..2024-12-31,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,max_magnitude,-7D,target_precedes_external,1820,correlation+ols+logistic_probe,0.00018637043868535214,0.0196078431372549,0.04084967320261438,0.08226948012202824,0.08226948012202824,0.12734768638343025,,,,,,1.1479156117756506,2020-01-01..2023-06-27,2023-06-28..2024-12-24,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,max_magnitude,-3D,target_precedes_external,1824,correlation+ols+logistic_probe,0.0001848957601604201,0.0196078431372549,0.04084967320261438,0.08133015780059058,0.08133015780059058,0.12437021275459577,,,,,,1.1406346334521964,2020-01-01..2023-06-29,2023-06-30..2024-12-28,ok,
wikimedia,pageviews_地震雲,気象庁_地震月報_カタログ編,max_magnitude,-1D,target_precedes_external,1826,correlation+ols+logistic_probe,0.00021694682128470944,0.0196078431372549,0.04084967320261438,0.09524207430734162,0.09524207430734162,0.13934720577156778,,,,,,1.1534054037264836,2020-01-01..2023-07-01,2023-07-02..2024-12-30,ok,
